,name,description,member
414220,ETS2,DBP,colon
414221,ETS2,SEC1P,colon
414222,ETS2,CA11,colon
414223,ETS2,MAMSTR,colon
414224,ETS2,RASIP1,colon
414225,ETS2,IZUMO1,colon
414226,ETS2,RNU6-317P,colon
414227,ETS2,BCAT2,colon
414228,ETS2,PLEKHA4,colon
414229,ETS2,PPP1R15A,colon
414230,ETS2,TULP2,colon
414231,ETS2,NUCB1,colon
414232,ETS2,NUCB1-AS1,colon
414234,ETS2,DHDH,colon
414235,ETS2,SNRNP70,colon
414236,ETS2,PPFIA3,colon
414237,ETS2,CCDC155,colon
414238,ETS2,SLC17A7,colon
414239,ETS2,PIH1D1,colon
414240,ETS2,ALDH16A1,colon
414241,ETS2,RPL13A,colon
414242,ETS2,SNORD32A,colon
414243,ETS2,SNORD33,colon
414244,ETS2,SNORD34,colon
414245,ETS2,SNORD35A,colon
414246,ETS2,RPS11,colon
414247,ETS2,SNORD35B,colon
414248,ETS2,MIR150,colon
414250,ETS2,NOSIP,colon
414251,ETS2,PRRG2,colon
414252,ETS2,PRR12,colon
414253,ETS2,RRAS,colon
414254,ETS2,RNU6-841P,colon
414255,ETS2,AP2A1,colon
414256,ETS2,TMC4,colon
414257,ETS2,MBOAT7,colon
414258,ETS2,TSEN34,colon
414259,ETS2,AC012314.20,colon
414260,ETS2,RPS9,colon
414262,ETS2,LILRB3,colon
414263,ETS2,UBE2S,colon
414264,ETS2,ISOC2,colon
414265,ETS2,CTD-2537I9.15,colon
414266,ETS2,ZNF628,colon
414267,ETS2,CTD-2537I9.16,colon
414268,ETS2,NAT14,colon
414269,ETS2,ZNF17,colon
414270,ETS2,ZNF749,colon
414271,ETS2,ZNF586,colon
414272,ETS2,ZNF552,colon
414273,ETS2,CTD-2583A14.10,colon
414274,ETS2,ZNF587B,colon
414276,ETS2,ZNF587,colon
414277,ETS2,CTD-3138B18.5,colon
414278,ETS2,ZNF8,colon
414279,ETS2,AC010642.1,colon
414280,ETS2,ERVK3-1,colon
414283,ETS2,ZSCAN22,colon
414284,ETS2,CTD-2619J13.8,colon
414286,ETS2,CTD-2619J13.3,colon
414287,ETS2,ZNF497,colon
414288,ETS2,RNA5SP473,colon
414289,ETS2,ZNF837,colon
414290,ETS2,RPS5,colon
414291,ETS2,MIR4754,colon
414292,ETS2,RNF225,colon
414294,ETS2,ZNF584,colon
414295,ETS2,CTD-2619J13.14,colon
414296,ETS2,ZNF324B,colon
414297,ETS2,ZNF446,colon
414298,ETS2,CTD-2619J13.23,colon
414301,ETS2,SLC27A5,colon
414302,ETS2,CTD-2619J13.27,colon
414303,ETS2,ZBTB45,colon
414304,ETS2,CHMP2A,colon
414305,ETS2,UBE2M,colon
414306,ETS2,MZF1-AS1,colon
414307,ETS2,MZF1,colon
414308,ETS2,CENPBD1P1,colon
414309,ETS2,MGC2752,colon
414310,ETS2,AC016629.7,colon
414311,ETS2,RIPK1,colon
414312,ETS2,RP1-40E16.12,colon
414313,ETS2,SSR1,colon
414314,ETS2,CAGE1,colon
414315,ETS2,RIOK1,colon
414316,ETS2,BLOC1S5,colon
414317,ETS2,EEF1E1,colon
414318,ETS2,EEF1E1-BLOC1S5,colon
414319,ETS2,E2F3,colon
414320,ETS2,LRRC16A,colon
414322,ETS2,U91328.19,colon
414323,ETS2,U91328.21,colon
414326,ETS2,HIST1H1A,colon
414327,ETS2,HIST1H3A,colon
414328,ETS2,HIST1H4A,colon
414329,ETS2,HIST1H4B,colon
414330,ETS2,HIST1H3B,colon
414331,ETS2,HIST1H2AB,colon
414332,ETS2,HIST1H2BB,colon
414333,ETS2,U91328.2,colon
414334,ETS2,HIST1H3C,colon
414335,ETS2,HFE,colon
414336,ETS2,HIST1H4C,colon
414338,ETS2,HIST1H2BC,colon
414339,ETS2,HIST1H2AC,colon
414340,ETS2,HIST1H1E,colon
414341,ETS2,HIST1H2BD,colon
414342,ETS2,LARP1P1,colon
414343,ETS2,HIST1H2BE,colon
414344,ETS2,HIST1H4D,colon
414345,ETS2,HIST1H1PS1,colon
414346,ETS2,HIST1H3D,colon
414347,ETS2,HIST1H2AD,colon
414348,ETS2,HIST1H2BF,colon
414349,ETS2,RP1-34B20.4,colon
414350,ETS2,HIST1H4E,colon
414351,ETS2,HIST1H2BG,colon
414352,ETS2,HIST1H2AE,colon
414353,ETS2,RP1-34B20.19,colon
414354,ETS2,HIST1H3E,colon
414355,ETS2,HIST1H2APS3,colon
414356,ETS2,HIST1H1D,colon
414357,ETS2,HIST1H4F,colon
414358,ETS2,HIST1H4G,colon
414359,ETS2,HIST1H3F,colon
414360,ETS2,HIST1H2BH,colon
414361,ETS2,HIST1H3PS1,colon
414362,ETS2,BTN2A2,colon
414363,ETS2,BTN2A3P,colon
414364,ETS2,BTN2A1,colon
414365,ETS2,RNU6-502P,colon
414366,ETS2,HCG11,colon
414367,ETS2,CTA-14H9.5,colon
414368,ETS2,HMGN4,colon
414369,ETS2,HIST1H2BJ,colon
414370,ETS2,HIST1H2AG,colon
414371,ETS2,HIST1H4I,colon
414372,ETS2,HIST1H2BK,colon
414373,ETS2,HIST1H2AH,colon
414374,ETS2,MIR3143,colon
414375,ETS2,HIST1H2BPS2,colon
414376,ETS2,HIST1H2AL,colon
414377,ETS2,HIST1H1B,colon
414378,ETS2,HIST1H3I,colon
414379,ETS2,HIST1H4L,colon
414380,ETS2,HIST1H3J,colon
414381,ETS2,HIST1H2AM,colon
414382,ETS2,HIST1H2BO,colon
414383,ETS2,RNU7-26P,colon
414385,ETS2,XXbac-BPG308K3.5,colon
414387,ETS2,XXbac-BPG308K3.6,colon
414388,ETS2,ZNF90P2,colon
414389,ETS2,HCG14,colon
414390,ETS2,TRIM27,colon
414392,ETS2,LINC01556,colon
414395,ETS2,HCG15,colon
414396,ETS2,HCG16,colon
414397,ETS2,ZNF311,colon
414399,ETS2,ZNRD1-AS1,colon
414400,ETS2,ZNRD1,colon
414401,ETS2,ZNRD1-AS1_3,colon
414402,ETS2,PPP1R11,colon
414405,ETS2,TRIM31-AS1,colon
414406,ETS2,TRIM31,colon
414407,ETS2,SNORA48,colon
414408,ETS2,TRIM40,colon
414409,ETS2,HCG17,colon
414410,ETS2,HCG18,colon
414411,ETS2,TRIM39,colon
414412,ETS2,TRIM39-RPP21,colon
414413,ETS2,RPP21,colon
414414,ETS2,XXbac-BPG249D20.9,colon
414415,ETS2,GNL1,colon
414416,ETS2,PRR3,colon
414417,ETS2,ABCF1,colon
414418,ETS2,PPP1R10,colon
414419,ETS2,AL662800.1,colon
414420,ETS2,MRPS18B,colon
414421,ETS2,ATAT1,colon
414422,ETS2,PTMAP1,colon
414423,ETS2,C6orf136,colon
414424,ETS2,AL662800.2,colon
414425,ETS2,DHX16,colon
414427,ETS2,MDC1,colon
414428,ETS2,TUBB,colon
414429,ETS2,XXbac-BPG252P9.9,colon
414430,ETS2,Y_RNA,colon
414431,ETS2,FLOT1,colon
414432,ETS2,PSORS1C1,colon
414433,ETS2,CCHCR1,colon
414434,ETS2,TCF19,colon
414435,ETS2,BAG6,colon
414436,ETS2,APOM,colon
414437,ETS2,C6orf47-AS1,colon
414438,ETS2,C6orf47,colon
414439,ETS2,Y_RNA,colon
414440,ETS2,GPANK1,colon
414441,ETS2,CSNK2B,colon
414442,ETS2,CSNK2B-LY6G5B-1181,colon
414443,ETS2,LY6G5B,colon
414444,ETS2,MIR4646,colon
414445,ETS2,ABHD16A,colon
414446,ETS2,CLIC1,colon
414447,ETS2,MSH5,colon
414448,ETS2,MSH5-SAPCD1,colon
414449,ETS2,VARS,colon
414450,ETS2,HSPA1B,colon
414451,ETS2,C6orf48,colon
414452,ETS2,SNORD48,colon
414453,ETS2,SNORD52,colon
414454,ETS2,EHMT2,colon
414455,ETS2,C2,colon
414456,ETS2,HLA-DMA,colon
414457,ETS2,BRD2,colon
414458,ETS2,BRD2-IT1,colon
414459,ETS2,XXbac-BPG181M17.6,colon
414460,ETS2,VPS52,colon
414461,ETS2,RPS18,colon
414462,ETS2,B3GALT4,colon
414463,ETS2,WDR46,colon
414464,ETS2,MIR6873,colon
414465,ETS2,PFDN6,colon
414466,ETS2,MIR6834,colon
414467,ETS2,RGL2,colon
414468,ETS2,TAPBP,colon
414469,ETS2,ZBTB22,colon
414470,ETS2,DAXX,colon
414471,ETS2,RPL35AP4,colon
414472,ETS2,KIFC1,colon
414473,ETS2,RPL12P1,colon
414474,ETS2,PHF1,colon
414475,ETS2,ZBTB9,colon
414476,ETS2,XXbac-BPG294E21.9,colon
414477,ETS2,ANKS1A,colon
414478,ETS2,Y_RNA,colon
414480,ETS2,CDKN1A,colon
414481,ETS2,PPIL1,colon
414482,ETS2,TMEM217,colon
414483,ETS2,TBC1D22B,colon
414484,ETS2,TFEB,colon
414485,ETS2,FRS3,colon
414486,ETS2,UBR2,colon
414487,ETS2,RPL7L1,colon
414488,ETS2,C6orf226,colon
414489,ETS2,GTPBP2,colon
414490,ETS2,MAD2L1BP,colon
414491,ETS2,AL353602.1,colon
414492,ETS2,RP5-1120P11.3,colon
414493,ETS2,RP5-1120P11.1,colon
414494,ETS2,HSP90AB1,colon
414495,ETS2,EFHC1,colon
414496,ETS2,RP13-476E20.1,colon
414497,ETS2,LRRC1,colon
414498,ETS2,KIAA1586,colon
414499,ETS2,ZNF451,colon
414500,ETS2,PRIM2,colon
414501,ETS2,FAM135A,colon
414502,ETS2,RP11-462G2.2,colon
414503,ETS2,C6orf57,colon
414504,ETS2,EEF1A1,colon
414505,ETS2,RP11-505P4.7,colon
414507,ETS2,SLC17A5,colon
414508,ETS2,CD109,colon
414509,ETS2,RP11-553A21.3,colon
414510,ETS2,UBE3D,colon
414511,ETS2,DOPEY1,colon
414512,ETS2,SLC35A1,colon
414513,ETS2,RARS2,colon
414514,ETS2,C6orf203,colon
414515,ETS2,PPIL6,colon
414516,ETS2,SMPD2,colon
414517,ETS2,AMD1,colon
414518,ETS2,CDK19,colon
414519,ETS2,GTF3C6,colon
414520,ETS2,HINT3,colon
414521,ETS2,TRMT11,colon
414522,ETS2,ECHDC1,colon
414523,ETS2,PTPRK,colon
414524,ETS2,RP1-86D1.5,colon
414525,ETS2,RP1-86D1.4,colon
414526,ETS2,ARHGAP18,colon
414527,ETS2,TBPL1,colon
414528,ETS2,MTFR2,colon
414529,ETS2,IFNGR1,colon
414530,ETS2,RP3-509I19.11,colon
414531,ETS2,CCDC28A,colon
414532,ETS2,REPS1,colon
414533,ETS2,SASH1,colon
414534,ETS2,ZDHHC14,colon
414535,ETS2,EZR-AS1,colon
414536,ETS2,EZR,colon
414537,ETS2,PACRG,colon
414538,ETS2,PARK2,colon
414539,ETS2,PHF10,colon
414540,ETS2,RP1-266L20.4,colon
414542,ETS2,TCTE3,colon
414543,ETS2,ERMARD,colon
414544,ETS2,SDF4,colon
414545,ETS2,B3GALT6,colon
414546,ETS2,AURKAIP1,colon
414547,ETS2,RP5-890O3.3,colon
414548,ETS2,CCNL2,colon
414549,ETS2,RP4-758J18.2,colon
414550,ETS2,RN7SL657P,colon
414551,ETS2,MRPL20,colon
414552,ETS2,RP4-758J18.13,colon
414553,ETS2,CTNNBIP1,colon
414554,ETS2,LZIC,colon
414555,ETS2,RP11-84A14.4,colon
414556,ETS2,NMNAT1,colon
414557,ETS2,RNU5E-1,colon
414558,ETS2,RNU5E-4P,colon
414559,ETS2,MFN2,colon
414560,ETS2,DHRS3,colon
414561,ETS2,ZBTB17,colon
414562,ETS2,ATP13A2,colon
414563,ETS2,SDHB,colon
414564,ETS2,ZNF436,colon
414565,ETS2,ZNF436-AS1,colon
414566,ETS2,Y_RNA,colon
414568,ETS2,ID3,colon
414569,ETS2,MDS2,colon
414570,ETS2,TCEB3-AS1,colon
414571,ETS2,PITHD1,colon
414572,ETS2,LYPLA2,colon
414573,ETS2,GALE,colon
414574,ETS2,HMGCL,colon
414575,ETS2,GRHL3,colon
414576,ETS2,RP11-10N16.3,colon
414577,ETS2,STPG1,colon
414578,ETS2,NIPAL3,colon
414579,ETS2,PAFAH2,colon
414580,ETS2,DHDDS,colon
414581,ETS2,RP3-476K8.3,colon
414582,ETS2,HMGN2,colon
414583,ETS2,PIGV,colon
414584,ETS2,SFN,colon
414585,ETS2,NUDC,colon
414586,ETS2,WASF2,colon
414587,ETS2,SESN2,colon
414588,ETS2,RCC1,colon
414589,ETS2,SNHG3,colon
414590,ETS2,SNORA73A,colon
414591,ETS2,SNORA73B,colon
414593,ETS2,TRNAU1AP,colon
414594,ETS2,SNORD99,colon
414595,ETS2,SNORA61,colon
414596,ETS2,SNORA44,colon
414597,ETS2,SNHG12,colon
414598,ETS2,SNORA16A,colon
414599,ETS2,TAF12,colon
414600,ETS2,RP11-442N24__B.1,colon
414601,ETS2,RNU11,colon
414602,ETS2,U11,colon
414603,ETS2,uc_338,colon
414604,ETS2,SRSF4,colon
414605,ETS2,RP11-73M7.6,colon
414606,ETS2,PEF1,colon
414607,ETS2,RP11-73M7.9,colon
414608,ETS2,TXLNA,colon
414609,ETS2,TMEM234,colon
414610,ETS2,EIF3I,colon
414611,ETS2,HDAC1,colon
414612,ETS2,ZBTB8A,colon
414613,ETS2,RBBP4,colon
414614,ETS2,KIAA1522,colon
414615,ETS2,YARS,colon
414616,ETS2,AK2,colon
414617,ETS2,TRAPPC3,colon
414618,ETS2,STK40,colon
414619,ETS2,LSM10,colon
414621,ETS2,SF3A3,colon
414622,ETS2,RNU6-510P,colon
414623,ETS2,UTP11L,colon
414624,ETS2,TRIT1,colon
414625,ETS2,ZNF684,colon
414626,ETS2,NFYC,colon
414627,ETS2,NFYC-AS1,colon
414628,ETS2,CCDC30,colon
414629,ETS2,RP1-92O14.3,colon
414630,ETS2,CDC20,colon
414631,ETS2,MIR6734,colon
414632,ETS2,ELOVL1,colon
414633,ETS2,RP11-7O11.3,colon
414634,ETS2,IPO13,colon
414635,ETS2,DPH2,colon
414636,ETS2,ATP6V0B,colon
414637,ETS2,B4GALT2,colon
414638,ETS2,ERI3,colon
414639,ETS2,RPS8,colon
414640,ETS2,RP11-269F19.2,colon
414641,ETS2,SNORD55,colon
414642,ETS2,SNORD46,colon
414643,ETS2,SNORD38A,colon
414644,ETS2,SNORD38B,colon
414646,ETS2,BEST4,colon
414647,ETS2,PLK3,colon
414648,ETS2,TCTEX1D4,colon
414649,ETS2,BTBD19,colon
414650,ETS2,RNU5E-6P,colon
414651,ETS2,ZSWIM5,colon
414652,ETS2,TOE1,colon
414653,ETS2,MUTYH,colon
414654,ETS2,MMACHC,colon
414655,ETS2,AKR1A1,colon
414656,ETS2,GPBP1L1,colon
414657,ETS2,TMEM69,colon
414658,ETS2,PIK3R3,colon
414659,ETS2,RP4-533D7.5,colon
414660,ETS2,TSPAN1,colon
414661,ETS2,RAD54L,colon
414662,ETS2,SCP2,colon
414663,ETS2,TTC4,colon
414664,ETS2,PARS2,colon
414665,ETS2,NFIA,colon
414666,ETS2,WDR78,colon
414667,ETS2,MIER1,colon
414668,ETS2,SERBP1,colon
414669,ETS2,RP4-682C21.5,colon
414670,ETS2,ACADM,colon
414671,ETS2,SAMD13,colon
414672,ETS2,BCL10,colon
414673,ETS2,RP11-131L23.1,colon
414674,ETS2,RBMXL1,colon
414675,ETS2,CCBL2,colon
414676,ETS2,Y_RNA,colon
414677,ETS2,GBP3,colon
414678,ETS2,LRRC8B,colon
414679,ETS2,RPL5,colon
414680,ETS2,SNORD21,colon
414681,ETS2,SNORA66,colon
414682,ETS2,SNORA51,colon
414683,ETS2,BCAR3,colon
414684,ETS2,ABCD3,colon
414685,ETS2,SLC35A3,colon
414686,ETS2,RP5-884G6.2,colon
414687,ETS2,RNU6-750P,colon
414688,ETS2,HIAT1,colon
414689,ETS2,SLC25A24,colon
414690,ETS2,RP11-483I13.5,colon
414691,ETS2,RP11-483I13.6,colon
414692,ETS2,FAM102B,colon
414693,ETS2,HENMT1,colon
414694,ETS2,PRPF38B,colon
414695,ETS2,STXBP3,colon
414696,ETS2,CLCC1,colon
414697,ETS2,RP11-475E11.9,colon
414698,ETS2,SARS,colon
414699,ETS2,AMPD2,colon
414700,ETS2,GNAT2,colon
414701,ETS2,LAMTOR5,colon
414702,ETS2,LAMTOR5-AS1,colon
414703,ETS2,FAM212B,colon
414704,ETS2,FAM212B-AS1,colon
414705,ETS2,DDX20,colon
414706,ETS2,CTTNBP2NL,colon
414707,ETS2,CAPZA1,colon
414708,ETS2,MOV10,colon
414709,ETS2,RHOC,colon
414710,ETS2,MAGI3,colon
414711,ETS2,RSBN1,colon
414712,ETS2,RP5-1073O3.2,colon
414713,ETS2,PTPN22,colon
414714,ETS2,CSDE1,colon
414715,ETS2,VANGL1,colon
414716,ETS2,ATP1A1-AS1,colon
414717,ETS2,PHGDH,colon
414718,ETS2,RNU1-120P,colon
414719,ETS2,RNU1-122P,colon
414721,ETS2,HIST2H3C,colon
414722,ETS2,HIST2H2AA4,colon
414723,ETS2,HIST2H2BD,colon
414724,ETS2,RP11-196G18.24,colon
414725,ETS2,RP11-196G18.22,colon
414726,ETS2,HIST2H2BC,colon
414727,ETS2,HIST2H2AA4,colon
414728,ETS2,HIST2H3A,colon
414731,ETS2,HIST2H2BE,colon
414732,ETS2,HIST2H2AC,colon
414733,ETS2,BOLA1,colon
414734,ETS2,HIST2H2AB,colon
414735,ETS2,SF3B4,colon
414736,ETS2,MTMR11,colon
414737,ETS2,OTUD7B,colon
414738,ETS2,ENSA,colon
414739,ETS2,SETDB1,colon
414740,ETS2,FAM63A,colon
414741,ETS2,PRUNE,colon
414743,ETS2,CDC42SE1,colon
414744,ETS2,LYSMD1,colon
414745,ETS2,SCNM1,colon
414747,ETS2,VPS72,colon
414748,ETS2,PIP5K1A,colon
414749,ETS2,PSMD4,colon
414750,ETS2,ZNF687,colon
414751,ETS2,RP11-126K1.2,colon
414752,ETS2,RP11-126K1.8,colon
414753,ETS2,RFX5,colon
414754,ETS2,RP11-126K1.6,colon
414755,ETS2,SNX27,colon
414756,ETS2,RP11-404E16.1,colon
414757,ETS2,S100A10,colon
414758,ETS2,NBPF18P,colon
414759,ETS2,S100A16,colon
414760,ETS2,S100A14,colon
414761,ETS2,S100A13,colon
414762,ETS2,S100A1,colon
414763,ETS2,RP1-178F15.4,colon
414764,ETS2,CHTOP,colon
414765,ETS2,RP1-178F15.5,colon
414766,ETS2,SNAPIN,colon
414767,ETS2,ILF2,colon
414768,ETS2,CRTC2,colon
414769,ETS2,MIR6737,colon
414770,ETS2,SLC39A1,colon
414771,ETS2,RP11-422P24.10,colon
414772,ETS2,CREB3L4,colon
414773,ETS2,JTB,colon
414774,ETS2,RP11-422P24.11,colon
414775,ETS2,RAB13,colon
414776,ETS2,RPS27,colon
414777,ETS2,RP11-422P24.9,colon
414778,ETS2,TPM3,colon
414779,ETS2,UBAP2L,colon
414780,ETS2,C1orf43,colon
414781,ETS2,HAX1,colon
414782,ETS2,ADAR,colon
414784,ETS2,PYGO2,colon
414785,ETS2,RP11-307C12.12,colon
414786,ETS2,SHC1,colon
414787,ETS2,CKS1B,colon
414788,ETS2,MIR4258,colon
414789,ETS2,ZBTB7B,colon
414790,ETS2,GBAP1,colon
414791,ETS2,MTX1P1,colon
414792,ETS2,GBA,colon
414793,ETS2,AL713999.1,colon
414794,ETS2,FAM189B,colon
414795,ETS2,SCAMP3,colon
414796,ETS2,CLK2,colon
414797,ETS2,FDPS,colon
414798,ETS2,RUSC1,colon
414799,ETS2,RUSC1-AS1,colon
414800,ETS2,ASH1L,colon
414801,ETS2,GON4L,colon
414802,ETS2,ARHGEF2,colon
414803,ETS2,RP11-336K24.5,colon
414804,ETS2,SSR2,colon
414806,ETS2,MEX3A,colon
414807,ETS2,LMNA,colon
414808,ETS2,ISG20L2,colon
414809,ETS2,RRNAD1,colon
414810,ETS2,MRPL24,colon
414811,ETS2,HDGF,colon
414812,ETS2,PRCC,colon
414813,ETS2,SH2D2A,colon
414814,ETS2,NTRK1,colon
414815,ETS2,RP11-574F21.2,colon
414816,ETS2,DCAF8,colon
414817,ETS2,KLHDC9,colon
414818,ETS2,DEDD,colon
414819,ETS2,TOMM40L,colon
414820,ETS2,MIR5187,colon
414821,ETS2,SDHC,colon
414822,ETS2,RNU6-481P,colon
414823,ETS2,RP11-122G18.7,colon
414825,ETS2,UCK2,colon
414826,ETS2,TMCO1,colon
414827,ETS2,METTL18,colon
414828,ETS2,C1orf112,colon
414829,ETS2,METTL13,colon
414830,ETS2,RABGAP1L,colon
414831,ETS2,MRPS14,colon
414832,ETS2,FAM20B,colon
414834,ETS2,TRMT1L,colon
414835,ETS2,SWT1,colon
414836,ETS2,snoU109,colon
414837,ETS2,UCHL5,colon
414838,ETS2,TROVE2,colon
414839,ETS2,DENND1B,colon
414840,ETS2,C1orf106,colon
414841,ETS2,PHLDA3,colon
414842,ETS2,TIMM17A,colon
414843,ETS2,UBE2T,colon
414844,ETS2,PPP1R12B,colon
414845,ETS2,RABIF,colon
414846,ETS2,KLHL12,colon
414847,ETS2,ZC3H11A,colon
414848,ETS2,ZBED6,colon
414849,ETS2,SNRPE,colon
414850,ETS2,PPP1R15B,colon
414851,ETS2,PIK3C2B,colon
414852,ETS2,MDM4,colon
414853,ETS2,RAB29,colon
414854,ETS2,C1orf116,colon
414855,ETS2,PFKFB2,colon
414856,ETS2,YOD1,colon
414857,ETS2,INTS7,colon
414858,ETS2,TMEM206,colon
414859,ETS2,FLVCR1-AS1,colon
414860,ETS2,FLVCR1,colon
414861,ETS2,ANGEL2,colon
414862,ETS2,RPS6KC1,colon
414863,ETS2,SMYD2,colon
414864,ETS2,PTPN14,colon
414865,ETS2,BPNT1,colon
414866,ETS2,IARS2,colon
414867,ETS2,NUP133,colon
414868,ETS2,RP4-613A2.1,colon
414869,ETS2,RP11-295G20.2,colon
414870,ETS2,TSNAX,colon
414871,ETS2,TSNAX-DISC1,colon
414872,ETS2,RP4-781K5.2,colon
414873,ETS2,IRF2BP2,colon
414874,ETS2,LINC00184,colon
414875,ETS2,RP4-781K5.4,colon
414876,ETS2,LINC01132,colon
414877,ETS2,ARID4B,colon
414878,ETS2,GGPS1,colon
414879,ETS2,CEP170,colon
414880,ETS2,SDCCAG8,colon
414881,ETS2,FCF1P7,colon
414882,ETS2,SH3BP5L,colon
414883,ETS2,MIR3124,colon
414884,ETS2,ZNF672,colon
414885,ETS2,ZNF692,colon
414886,ETS2,AL672294.1,colon
414887,ETS2,PGBD2,colon
414888,ETS2,RP11-184A2.2,colon
414889,ETS2,KLF6,colon
414890,ETS2,RP11-464C19.2,colon
414891,ETS2,ASB13,colon
414892,ETS2,FAM208B,colon
414893,ETS2,GDI2,colon
414894,ETS2,RP11-318E3.9,colon
414895,ETS2,CDC123,colon
414896,ETS2,PTER,colon
414897,ETS2,RSU1,colon
414898,ETS2,ABI1,colon
414899,ETS2,RNU7-12P,colon
414900,ETS2,AL160291.1,colon
414901,ETS2,ACBD5,colon
414902,ETS2,RP11-85G18.6,colon
414904,ETS2,MTPAP,colon
414905,ETS2,KIF5B,colon
414906,ETS2,Y_RNA,colon
414907,ETS2,RP11-135A24.4,colon
414908,ETS2,EPC1,colon
414909,ETS2,AL391839.1,colon
414910,ETS2,RP11-135A24.2,colon
414911,ETS2,CUL2,colon
414912,ETS2,RP11-297A16.2,colon
414913,ETS2,CREM,colon
414914,ETS2,ZNF25,colon
414915,ETS2,RP11-393J16.4,colon
414916,ETS2,ZNF33A,colon
414917,ETS2,FXYD4,colon
414918,ETS2,HNRNPF,colon
414919,ETS2,U3,colon
414920,ETS2,RP11-517P14.2,colon
414921,ETS2,ZNF487,colon
414922,ETS2,RNU7-193P,colon
414923,ETS2,SGMS1,colon
414924,ETS2,SGMS1-AS1,colon
414925,ETS2,CCDC6,colon
414926,ETS2,ANK3,colon
414927,ETS2,CDK1,colon
414928,ETS2,ARID5B,colon
414929,ETS2,ADO,colon
414930,ETS2,RP11-436D10.3,colon
414931,ETS2,DDX50,colon
414932,ETS2,SUPV3L1,colon
414933,ETS2,HKDC1,colon
414934,ETS2,AIFM2,colon
414935,ETS2,SAR1A,colon
414936,ETS2,DDIT4,colon
414937,ETS2,RP11-442H21.2,colon
414938,ETS2,DNAJB12,colon
414939,ETS2,ECD,colon
414940,ETS2,FAM149B1,colon
414941,ETS2,DNAJC9,colon
414942,ETS2,DNAJC9-AS1,colon
414943,ETS2,MRPS16,colon
414944,ETS2,RP11-152N13.5,colon
414945,ETS2,ZSWIM8,colon
414946,ETS2,AP3M1,colon
414947,ETS2,WAPAL,colon
414948,ETS2,RP11-77P6.2,colon
414949,ETS2,ACTA2,colon
414950,ETS2,PANK1,colon
414951,ETS2,RP11-80H5.5,colon
414952,ETS2,RP11-80H5.2,colon
414953,ETS2,RP11-80H5.6,colon
414954,ETS2,BTAF1,colon
414955,ETS2,IDE,colon
414956,ETS2,KIF11,colon
414958,ETS2,MYOF,colon
414959,ETS2,ARHGAP19,colon
414960,ETS2,ARHGAP19-SLIT1,colon
414961,ETS2,Metazoa_SRP,colon
414962,ETS2,FRAT1,colon
414963,ETS2,RP11-452K12.4,colon
414964,ETS2,FRAT2,colon
414965,ETS2,RRP12,colon
414966,ETS2,PGAM1,colon
414967,ETS2,EXOSC1,colon
414968,ETS2,ZDHHC16,colon
414969,ETS2,MMS19,colon
414970,ETS2,MARVELD1,colon
414971,ETS2,ZFYVE27,colon
414972,ETS2,R3HCC1L,colon
414973,ETS2,GOT1,colon
414974,ETS2,RP11-441O15.3,colon
414975,ETS2,COX15,colon
414976,ETS2,CUTC,colon
414977,ETS2,LINC00263,colon
414978,ETS2,NDUFB8,colon
414979,ETS2,HIF1AN,colon
414980,ETS2,RP11-411B6.6,colon
414981,ETS2,FAM178A,colon
414982,ETS2,RP11-179B2.2,colon
414983,ETS2,NPM3,colon
414984,ETS2,MGEA5,colon
414985,ETS2,KCNIP2-AS1,colon
414986,ETS2,C10orf76,colon
414987,ETS2,PPRC1,colon
414988,ETS2,NOLC1,colon
414989,ETS2,GBF1,colon
414990,ETS2,PSD,colon
414991,ETS2,FBXL15,colon
414992,ETS2,CUEDC2,colon
414993,ETS2,MIR146B,colon
414994,ETS2,RPARP-AS1,colon
414995,ETS2,C10orf95,colon
414996,ETS2,TMEM180,colon
414997,ETS2,ACTR1A,colon
414998,ETS2,SUFU,colon
414999,ETS2,PCGF6,colon
415000,ETS2,MIR1307,colon
415001,ETS2,USMG5,colon
415002,ETS2,PDCD11,colon
415003,ETS2,RP11-541N10.3,colon
415004,ETS2,OBFC1,colon
415005,ETS2,SFR1,colon
415006,ETS2,MXI1,colon
415007,ETS2,RP11-549L6.3,colon
415008,ETS2,RP11-313D6.3,colon
415009,ETS2,PDCD4,colon
415010,ETS2,PDCD4-AS1,colon
415011,ETS2,BBIP1,colon
415012,ETS2,ACSL5,colon
415013,ETS2,ZDHHC6,colon
415014,ETS2,TCF7L2,colon
415015,ETS2,RP11-57H14.2,colon
415017,ETS2,ABLIM1,colon
415018,ETS2,SFXN4,colon
415019,ETS2,PRDX3,colon
415020,ETS2,TIAL1,colon
415021,ETS2,BTBD16,colon
415022,ETS2,RNU6-728P,colon
415023,ETS2,PLEKHA1,colon
415024,ETS2,CTBP2,colon
415026,ETS2,CLRN3,colon
415027,ETS2,PTPRE,colon
415028,ETS2,ERICH1,colon
415029,ETS2,TNKS,colon
415030,ETS2,RP11-375N15.2,colon
415031,ETS2,LONRF1,colon
415032,ETS2,PCM1,colon
415033,ETS2,XPO7,colon
415034,ETS2,HR,colon
415035,ETS2,REEP4,colon
415036,ETS2,PIWIL2,colon
415037,ETS2,SLC39A14,colon
415038,ETS2,SORBS3,colon
415041,ETS2,CCAR2,colon
415042,ETS2,BIN3,colon
415043,ETS2,DOCK5,colon
